code;name;calories;protein;fat;carbo;fiber
1152;Susu, mengurangi lemak, cairan, lemak susu 2%, dengan menambahkan padatan susu tanpa lemak, tanpa tambahan vitamin A;56;3,95;1,98;5,49;-
1153;Susu, kaleng, diuapkan, dengan tambahan vitamin A;134;6,81;7,56;10,04;-
1154;Susu, dikeringkan, tanpa lemak, teratur, dengan tambahan vitamin A dan vitamin D;362;36,16;0,77;51,98;-
1155;Susu, dikeringkan, tanpa lemak, instan, tanpa tambahan vitamin A dan vitamin D;358;35,1;0,72;52,19;-
1156;Keju, kambing, tipe keras;452;30,52;35,59;2,17;-
1157;Keju, kambing, jenis semisoft;364;21,58;29,84;0,12;-
1159;Keju, kambing, tipe lunak;264;18,52;21,08;-;-
1160;Telur, kuning telur, mentah, beku, asin, dipasteurisasi;275;14,07;22,93;1,77;-
1161;Pengganti keju, mozzarella;248;11,47;12,22;23,67;-
1164;Saus keju, dibuat dari resep;197;10,33;14,92;5,48;0,1
1165;Keju, meksiko, queso anejo;373;21,44;29,98;4,63;-
1166;Keju, meksiko, queso asadero;356;22,6;28,26;2,87;-
1167;Keju, meksiko, queso chihuahua;374;21,56;29,68;5,56;-
1168;Keju, rendah lemak, cheddar atau colby;173;24,35;7;1,91;-
1169;Keju, rendah sodium, cheddar atau colby;398;24,35;32,62;1,91;-
1171;Telur, utuh, mentah, beku, dipasteurisasi;147;12,33;9,95;1,01;-
1172;Telur, putih, mentah, beku, dipasteurisasi;48;10,2;-;1,04;-
1173;Telur, putih, kering;382;81,1;-;7,8;-
1174;Susu, mengurangi lemak, cairan, lemak susu 2%, tanpa tambahan vitamin A dan vitamin D;50;3,3;1,98;4,8;-
1175;Susu, cairan, 1% lemak, tanpa tambahan vitamin A dan vitamin D;42;3,37;0,97;4,99;-
1178;Krim asam, mengurangi lemak;181;7;14,1;7;-
1179;Krim asam, ringan;136;3,5;10,6;7,1;-
1180;Krim asam, bebas lemak;74;3,1;-;15,6;-
1182;Komoditas USDA, keju, cheddar, lemak berkurang;282;27,2;18,3;2;-
1184;Yogurt, rasa vanila atau lemon, susu tanpa lemak, dimaniskan dengan pemanis rendah kalori;43;3,86;0,18;7,5;-
1185;Topping keju parmesan, bebas lemak;370;40;5;40;-
1186;Keju, krim, bebas lemak;105;15,69;1;7,66;-
1187;Yogurt, cokelat, susu tanpa lemak;112;3,53;-;23,53;1,2
1188;Kraft Cheez Whiz Proses Keju Saus Yang Dipasteurisasi;276;12;21;9,2;0,3
1189;Kraft Cheez Whiz Light Produk Keju Yang Dipasteurisasi;215;16,3;9,5;16,2;0,2
1190;Kraft Gratis Single Produk Keju Pasteur Nonfat Dari Amerika;148;22,7;1;11,7;0,2
1191;Kraft Velveeta Proses Keju Yang Dipasteurisasi;303;16,3;22;9,8;-
1192;Kraft Velveeta Light Produk Keju Lemak Yang Dipasteurisasi Diproses;222;19,6;10,6;11,8;-
1193;Krim Asam Lemak Berkurang Breakstone Kraft;152;4,5;12;6,5;0,1
1194;Krim Asam Bebas Lemak Gratis Kraft Breakstone;91;4,7;1,3;15,1;-
1199;Krim, setengah dan setengah, bebas lemak;59;2,6;1,4;9;-
1200;Reddi Wip Topping Kocok Bebas Lemak;149;3;5;25;0,4
1202;Susu, coklat, cairan, komersial, lemak berkurang, dengan tambahan kalsium;78;2,99;1,9;12,13;0,7
1203;Yogurt, buah, rendah lemak, dengan pemanis rendah kalori;105;4,86;1,41;18,6;-
1204;Keju, parmesan, parut kering, lemak berkurang;265;20;20;1,37;-
1205;Pengganti krim, rasa, cair;251;0,69;13,5;35,07;1,1
1206;Pengganti krim, rasa, bubuk;482;0,68;21,47;75,42;1,2
1208;Keju, provolon, lemak berkurang;274;24,7;17,6;3,5;-
1209;Keju, meksiko, campuran, lemak berkurang;282;24,69;19,4;3,41;-
1210;Campuran Telur, Komoditas USDA;555;35,6;34,5;23,97;-
1211;Susu, utuh, lemak susu 3,25%, tanpa tambahan vitamin A dan vitamin D;61;3,15;3,27;4,78;-
1212;Susu, dikeringkan, utuh, tanpa tambahan vitamin D;496;26,32;26,71;38,42;-
1214;Susu, kaleng, diuapkan, tanpa tambahan vitamin A dan vitamin D;135;6,81;7,56;10,04;-
1215;Produk keju, proses pasteurisasi, Amerika, mengurangi lemak, diperkaya dengan vitamin D;240;17,6;14,1;10,6;-
1216;Yogurt, buah, rendah lemak, 9 gram protein per 8 ons, diperkaya dengan vitamin D;99;3,98;1,15;18,64;-
1217;Yogurt, buah, rendah lemak, 10 gram protein per 8 ons, diperkaya dengan vitamin D;102;4,37;1,08;19,05;-
1218;Yogurt, varietas buah, tanpa lemak, diperkaya dengan vitamin D;95;4,4;0,2;19;-
1219;Yogurt, buah, rendah lemak, dengan pemanis rendah kalori, diperkaya dengan vitamin D;105;4,86;1,41;18,6;-
1220;Yogurt, vanila, rendah lemak, 11 gram protein per 8 ons, diperkaya dengan vitamin D;85;4,93;1,25;13,8;-
1221;Yogurt, rasa vanila atau lemon, susu tanpa lemak, dimaniskan dengan pemanis rendah kalori, diperkaya dengan vitamin D;43;3,86;0,18;7,5;-
1222;Yogurt, cokelat, susu tanpa lemak, diperkaya dengan vitamin D;112;3,53;-;23,53;1,2
1223;Suplemen protein, berbasis susu, Susu Otot, bubuk;411;45,71;17,14;18,5;7,1
1224;Suplemen protein, berbasis susu, Muscle Milk Light, bubuk;396;50;12;22;2
1225;Dulce de Leche;315;6,84;7,35;55,35;-
1226;Pengganti telur, cair atau beku, bebas lemak;48;10;-;2;-
1227;Keju, putih kering, seco queso;325;24,51;24,35;2,04;-
1228;Keju, segar, lukisan fresco;299;18,09;23,82;2,98;-
1229;Keju, putih, queso blanco;310;20,38;24,31;2,53;-
1230;Susu, susu, cairan, utuh;62;3,21;3,31;4,88;-
1231;Yogurt, rasa vanila, susu rendah lemak, dimaniskan dengan pemanis rendah kalori;86;4,93;1,25;13,8;-
1235;Yoghurt, beku, bukan citarasa cokelat, susu tanpa lemak, dengan pemanis rendah kalori;104;4,4;0,8;19,7;2
1236;Es krim, sajian lembut, cokelat;222;4,1;13;22,2;0,7
1237;Es krim, batang atau batang, dilapisi cokelat;331;4,1;24,1;24,5;0,8
1238;Sandwich es krim;237;4,29;8,57;37,14;-
1239;Sandwich kue es krim;240;3,7;7,4;39,6;1,2
1240;Kerucut es krim, dilapisi cokelat, dengan kacang, rasa selain cokelat;354;5,21;21,88;34,38;1
1241;Sandwich es krim, dibuat dengan es krim ringan, vanilla;186;4,29;3,04;39,64;-
1242;Sandwich es krim, vanila, ringan, tanpa gula ditambahkan;200;5,71;2,86;42,86;7,1
1243;Es krim bebas lemak, tanpa gula ditambahkan, rasa selain cokelat;129;4,41;-;27,94;7,4
1244;Pencuci mulut susu, beku, terbuat dari susu rendah lemak;147;4,41;1,47;33,09;6,6
1250;Suplemen nutrisi untuk penderita diabetes, cair;88;4,4;3,08;11,88;2,2
1251;Keju, campuran Meksiko;358;23,54;28,51;1,75;-
1252;Produk keju, proses pasteurisasi, Amerika, vitamin D yang diperkaya;307;16,09;23,06;8,85;-
1253;Keju, proses pasteurisasi, Amerika, tanpa tambahan vitamin D;371;18,13;31,79;3,7;-
1254;Makanan keju, proses pasteurisasi, Amerika, tanpa tambahan vitamin D;330;16,86;25,63;8,56;-
1255;Telur, utuh, mentah, beku, asin, dipasteurisasi;138;10,97;10,07;0,83;-
1256;Yogurt, Yunani, polos, tanpa lemak;59;10,19;0,39;3,6;-
1258;Telur, putih, dikeringkan, stabil, glukosa berkurang;357;84,08;0,32;4,51;-
1259;Penyebaran keju, keju Amerika atau keju Cheddar, mengurangi lemak;176;13,41;8,88;10,71;-
1260;Keju, cheddar, lemak berkurang;309;27,35;20,41;4,06;-
1263;Es krim, ringan, sajian lembut, cokelat;141;3,36;3,69;23,15;-
1264;Ice cream bar, stick atau nugget, dengan lapisan crunch;358;2,11;25,26;37,12;1,1
1265;Keju, cheddar, tanpa lemak atau bebas lemak;157;32,14;-;7,14;-
1266;Keju, Swiss, tanpa lemak atau bebas lemak;127;28,4;-;3,4;-
1267;Keju, meksiko, queso cotija;366;20;30;3,97;-
1270;Keju, cheddar, tajam, diiris;410;24,25;33,82;2,13;-
1271;Keju, mozzarella, kelembaban rendah, sebagian skim, parut;304;23,63;19,72;8,06;-
1275;Yogurt, Yunani, Tanpa Lemak, Vanila, Chobani;71;9,07;0,22;8,09;0,3
1276;Yogurt, Yunani, Stroberi, Dannon Oikos;106;8,25;2,92;11,67;1
1278;Yogurt, Yunani, Tanpa Lemak, Vanila, Dannon Oikos;85;8,12;0,14;12,72;0,5
1280;Yogurt, Yunani, Tanpa Lemak, Stroberi, Dannon Oikos;84;8,03;0,22;12,53;0,4
1281;Yogurt, Yunani, Tanpa Lemak, Stroberi, Chobani;80;8,03;0,12;11,62;0,7
1284;Yogurt, Yunani, stroberi, lemak rendah;103;8,17;2,57;11,89;1
1285;Yogurt, Yunani, stroberi, tanpa lemak;82;8,05;0,15;12,07;0,6
1286;Yogurt, Yunani, vanila, tanpa lemak;78;8,64;0,18;10,37;0,5
1287;Yogurt, Yunani, polos, rendah lemak;73;9,95;1,92;3,94;-
1289;Kefir, Rendah Lemak, Polos, Lifeway;41;3,79;0,93;4,48;-
1290;Kefir, Rendah Lemak, Stroberi, Lifeway;62;3,39;0,9;10,2;-
1291;Susu, diuapkan, 2% lemak, dengan tambahan vitamin A dan vitamin D;107;6,67;2;15,74;-
1292;Susu, coklat, bebas lemak, dengan tambahan vitamin A dan vitamin D;67;3,39;-;13,46;-
1293;Yogurt, Yunani, polos, susu murni;97;9;5;3,98;-
1294;Yogurt, Yunani, buah, susu murni;106;7,33;3;12,29;-
1295;Yogurt, vanila, tidak berlemak;78;2,94;-;17,04;-
1297;Yogurt, Yunani, vanila, rendah lemak;95;8,64;2,5;9,54;-
1298;Yogurt, beku, rasa selain cokelat, rendah lemak;139;8;2,5;21;-
1300;Es krim, ditutup dengan cokelat dan kacang;303;5,62;25,84;11,89;1,1
1301;Kerucut es krim sundae;254;3;14;28,89;1
1302;Es krim ringan, Krim;165;1,54;3,08;32,75;-
1303;Krim, setengah dan setengah, rendah lemak;72;3,33;5;3,33;-
1305;Susu, cokelat, lemak rendah, gula berkurang;54;3,43;1,04;7,68;-
1306;Es krim, lemak rendah, tanpa gula ditambahkan, kerucut, tambahkan kacang dan saus cokelat;265;5,33;9,33;40,01;9,3
2001;Rempah-rempah, tanah;263;6,09;8,69;72,12;21,6
2002;Biji adas manis;337;17,6;15,9;50,02;14,6
2003;Seladih (Basil), rempah-rempah, kering;233;22,98;4,07;47,75;37,7
2004;Bumbu, daun salam;313;7,61;8,36;74,97;26,3
2005;Biji jintan hitam (caraway seed);333;19,77;14,59;49,9;38
2006;Rempah-rempah, kapulaga;311;10,76;6,7;68,47;28
2007;Biji seledri;392;18,07;25,27;41,35;11,8
2008;Bumbu, chervil, dikeringkan;237;23,2;3,9;49,1;11,3
2009;Bumbu, bubuk cabai;282;13,46;14,28;49,7;34,8
2010;Rempah-rempah, kayu manis, tanah;247;3,99;1,24;80,59;53,1
2011;Bumbu, cengkeh, ditumbuk;274;5,97;13;65,53;33,9
2012;Daun ketumbar, dikeringkan;279;21,93;4,78;52,1;10,4
2013;Biji ketumbar;298;12,37;17,77;54,99;41,9
2014;Biji jinten putih (cumin seed);375;17,81;22,27;44,24;10,5
2015;Bumbu, bubuk kari;325;14,29;14,01;55,83;53,2
2016;Biji adas sowa (dill);305;15,98;14,54;55,17;21,1
2017;Daun adas sowa (dill), dikeringkan;253;19,96;4,36;55,82;13,6
2018;Biji adas fennel;345;15,8;14,87;52,29;39,8
2019;Biji Kelabat (Klabet);323;23;6,41;58,35;24,6
2020;Bumbu, bubuk bawang putih;331;16,55;0,73;72,73;9
2021;Bumbu, jahe, tanah;335;8,98;4,24;71,62;14,1
2022;Bumbu, rempah, tanah;475;6,71;32,38;50,5;20,2
2023;Marjoram, dikeringkan;271;12,66;7,04;60,56;40,3
2024;Biji Mustard, tanah;508;26,08;36,24;28,09;12,2
2025;Bumbu, pala, ditumbuk;525;5,84;36,31;49,29;20,8
2026;Bubuk Bawang Bombay;341;10,41;1,04;79,12;15,2
2027;Oregano, dikeringkan;265;9;4,28;68,92;42,5
2028;Rempah-rempah, paprika;282;14,14;12,89;53,99;34,9
2029;Peterseli, kering;292;26,63;5,48;50,64;26,7
2030;Lada/Merica Hitam;251;10,39;3,26;63,95;25,3
2031;Bumbu, lada, merah atau cabai;318;12,01;17,27;56,63;27,2
2032;Lada/Merica Putih;296;10,4;2,12;68,61;26,2
2033;Rempah-rempah, biji poppy;525;17,99;41,56;28,13;19,5
2034;Rempah-rempah, bumbu unggas;307;9,59;7,53;65,59;11,3
2035;Rempah-rempah, bumbu pai labu;342;5,76;12,6;69,28;14,8
2036;Rosemary, dikeringkan;331;4,88;15,22;64,06;42,6
2037;Rempah-rempah, kunyit;310;11,43;5,85;65,37;3,9
2038;Sage, tanah;315;10,63;12,75;60,73;40,3
2039;Savory, sayuran, tanah;272;6,73;5,91;68,73;45,7
2041;Tarragon, rempah-rempah, kering;295;22,77;7,24;50,22;7,4
2042;Thyme, kering;276;9,11;7,43;63,94;37
2043;Bumbu, kunyit, tanah;312;9,68;3,25;67,14;22,7
2044;Selasih (Basil), segar;23;3,15;0,64;2,65;1,6
2045;Daun adas sowa (dill), segar;43;3,46;1,12;7,02;2,1
2046;Mustard, siap, kuning;60;3,74;3,34;5,83;4
2047;Garam, meja;-;-;-;-;-
2048;Cuka, sari buah apel;21;-;-;0,93;-
2049;Thyme, segar;101;5,56;1,68;24,45;14
2050;Ekstrak vanili;288;0,06;0,06;12,65;-
2051;Ekstrak vanila, imitasi, alkohol;237;0,05;-;2,41;-
2052;Ekstrak vanila, imitasi, tanpa alkohol;56;0,03;-;14,4;-
2053;Cuka, disuling;18;-;-;0,04;-
2054;Caper, kalengan;23;2,36;0,86;4,89;3,2
2055;Kelor, sudah dipersiapkan;48;1,18;0,69;11,29;3,3
2063;Rosemary, segar;131;3,31;5,86;20,7;14,1
2064;Peppermint, segar;70;3,75;0,94;14,89;8
2065;Spearmint, segar;44;3,29;0,73;8,41;6,8
2066;Spearmint, kering;285;19,93;6,03;52,04;29,8
2068;Cuka, anggur merah;19;0,04;-;0,27;-
2069;Cuka, balsamik;88;0,49;-;17,03;-
2073;Pace, Campuran Bumbu Taco Kering;188;-;-;56,29;18,8
2074;Campur bumbu, dikeringkan, sazon, ketumbar & annatto;-;-;-;-;-
2075;Campuran bumbu, dikeringkan, taco, asli;322;4,5;-;58;13,3
2076;Campuran bumbu, dikeringkan, cabai, asli;335;10,82;7,3;56,56;10,8
3000;Clif Z bar;409;5,55;9,72;74,72;8,3
3001;Makanan bayi, jus, medley buah, balita;347;-;0,02;86,68;-
3002;Makanan bayi, daging, daging sapi, disaring;81;12,03;2,52;2,43;-
3003;Makanan bayi, daging, daging sapi, junior;81;12,03;2,52;2,43;-
3005;Makanan bayi, daging, daging sapi muda, disaring;81;13,12;2,45;1,51;-
3007;Makanan bayi, daging, babi, disaring;124;14;7,1;-;-
3008;Makanan bayi, daging, ham, tegang;97;11,3;3,8;3,7;-
3009;Makanan bayi, daging, ham, junior;97;11,3;3,8;3,7;-
3010;Makanan bayi, daging, domba, disaring;87;14,07;3,41;0,85;-
3011;Makanan bayi, daging, domba, junior;112;15,2;5,2;-;-
3012;Makanan bayi, daging, ayam, disaring;130;13,7;7,9;0,1;-
3013;Makanan bayi, daging, ayam, junior;146;14;9,6;-;-
3014;Makanan bayi, daging, sticks ayam, junior;188;14,6;14,4;1,5;0,2
3015;Makanan bayi, daging, kalkun, tegang;111;11,5;6,2;1,4;-
3016;Makanan bayi, daging, kalkun, junior;111;11,5;6,2;1,4;-
3017;Makanan bayi, daging, sticks kalkun, junior;188;13,7;14,2;1,4;0,2
3019;Makanan bayi, Camilan, Gerber Graduate Fruit Strips, Real Fruit Bars;330;0,82;2,24;76,61;2
3021;Makanan bayi, daging, daging, junior;184;13,4;14,6;1,1;0,2
3022;Makanan bayi, Gerber, 2Nd Foods, Apel, Wortel dan Labu, Organik;64;1,1;-;14,82;1,2
3023;Makanan bayi, Makanan Ringan Jari, Gerber, Lulusan, Puffs, Apel dan Kayu Manis;389;6,19;2,3;85,79;3,8
3024;Makanan bayi, Air, Botol, Gerber, Tanpa Tambahan Fluoride.;-;-;-;-;-
3025;Makanan bayi, Gerber, Makanan Ke-3, Apel, Mangga, dan Kiwi;53;0,47;-;12,88;2
3026;Makanan bayi, medley buah tropis;51;0,31;0,14;12,22;1,3
3041;Makanan bayi, makan malam, sayur dan kue dan daging sapi, disaring;48;2;0,9;7,7;-
3042;Makanan bayi, makan malam, sayur dan kue dan daging sapi, junior;48;2,1;0,8;8;-
3043;Makanan bayi, makan malam, lasagna daging sapi, balita;77;4,2;2,1;10;-
